City,City ID,Country,Longitude,Latitude,Temperature,Humidity,Cloudiness,Wind Speed
1521762,Kurchum,KZ,83.6542,48.5722,10.9,90,100,2.89
1687894,Santa Rosa,PH,121.1114,14.3122,84.74,70,75,3.44
5866583,Saint Paul Harbor,US,-152.4072,57.79,35.6,60,1,12.66
2303611,Esim,GH,-2.2405,4.8699,77.61,83,100,2.17
4035715,Avarua,CK,-159.775,-21.2078,82.4,78,20,6.91
578659,Batyrevo,RU,47.6111,55.0675,28.15,90,100,15.82
3424607,Tasiilaq,GL,-37.6368,65.6145,24.8,54,90,26.46
5703673,Elko,US,-115.5012,41.0002,44.26,44,100,3.0
1282256,Hithadhoo,MV,73.0833,-0.6,84.24,63,96,6.11
3175217,La Maddalena,IT,9.4083,41.2142,49.1,71,0,4.61
5742974,North Bend,US,-124.2243,43.4065,41.47,81,90,20.71
667303,Sfântu Gheorghe,RO,25.7833,45.8667,36.3,85,100,1.01
535839,Leshukonskoye,RU,45.7622,64.8989,26.46,95,100,5.93
3389822,Salinópolis,BR,-47.3561,-0.6136,78.1,85,2,5.37
1789065,Ankang,CN,109.0172,32.68,67.32,67,68,1.63
1485997,Yeniseysk,RU,92.1703,58.4497,4.77,92,100,4.88
6078372,Moose Factory,CA,-80.6094,51.2585,1.4,60,1,10.36
1159362,Torbat-e Jām,IR,60.6225,35.244,36.1,56,99,0.54
1623424,Tondano,ID,124.9112,1.3038,91.4,58,40,2.3
2071860,Esperance,AU,121.9,-33.8667,71.6,37,68,11.5
1785738,Yuncheng,CN,110.9928,35.0231,66.33,56,0,3.65
5106841,Albany,US,-73.9662,42.6001,23.43,31,27,4.0
3366880,Hermanus,ZA,19.2345,-34.4187,62.01,95,89,1.99
3831208,Qaanaaq,GL,-69.3632,77.484,-6.68,61,99,7.76
7117880,Zarya,RU,38.0958,55.7553,36.68,87,90,11.18
1045114,Inhambane,MZ,35.3833,-23.865,73.42,93,1,4.81
1082243,Ambilobe,MG,49.05,-13.2,72.88,94,18,1.79
1242110,Kalmunai,LK,81.8167,7.4167,80.53,72,58,4.94
98182,Baghdad,IQ,44.4009,33.3406,50.0,71,0,2.1
3840092,Puerto Madryn,AR,-65.0385,-42.7692,61.68,81,100,19.8
363656,Yambio,SS,28.3955,4.5721,67.66,95,100,4.52
546105,Nikolskoye,RU,30.7861,59.7035,34.5,93,75,6.71
2641434,Northam,GB,-4.2167,51.0333,47.34,93,5,17.0
743881,Kastamonu Province,TR,33.6667,41.5,39.58,69,93,0.85
6620339,Karratha,AU,116.8463,-20.7377,90.61,44,57,23.13
934322,Mahébourg,MU,57.7,-20.4081,77.0,94,75,2.3
7671223,Kloulklubed,PW,134.2556,7.0419,86.0,70,75,8.05
3471451,Arraial do Cabo,BR,-42.0278,-22.9661,76.62,85,98,17.07
133964,Garmsār,IR,52.3409,35.2182,43.84,58,100,5.12
1735106,George Town,MY,100.3354,5.4112,86.54,62,20,2.3
2779672,Feldkirchen an der Donau,AT,14.0513,48.3452,34.72,93,75,2.3
2037485,Erenhot,CN,111.9767,43.6475,23.34,21,0,16.78
524699,Mozhga,RU,52.2276,56.4447,15.89,91,100,13.78
2400547,Gamba,GA,10.0,-2.65,76.5,90,100,6.49
4328254,Iberia,US,-91.7507,29.9502,71.4,88,90,12.66
1650064,Barabai,ID,115.3833,-2.5833,90.23,56,18,2.86
964420,Port Elizabeth,ZA,25.5701,-33.918,68.0,94,100,3.44
3421719,Narsaq,GL,-46.05,60.9167,37.4,44,90,43.73
3572906,Andros Town,BS,-77.7667,24.7,68.0,88,0,1.14
6690296,Saint-Joseph,RE,55.6167,-21.3667,74.37,78,90,4.61
682483,Ceahlău,RO,25.9667,47.05,39.72,97,100,2.64
6089245,Norman Wells,CA,-126.8329,65.282,-5.8,77,75,6.91
5746545,Portland,US,-122.6762,45.5234,40.19,88,100,1.01
2125906,Dukat,RU,155.55,62.55,0.84,84,60,3.71
6165406,Thompson,CA,-97.8558,55.7435,26.6,39,75,9.22
5983720,Iqaluit,CA,-68.5145,63.7506,-16.29,69,75,23.02
4026082,Lázaro Cárdenas,MX,-102.2,17.9583,74.68,82,32,2.1
3451138,Rio Grande,BR,-52.0986,-32.035,68.29,76,9,7.78
1792916,Tianpeng,CN,103.9393,30.9866,71.78,1,1,3.2
2738381,Lata,PT,-8.3327,40.1629,45.54,90,0,3.85
4034551,Faanui,PF,-151.75,-16.4833,83.14,74,28,10.27
3868626,Valparaíso,CL,-71.6273,-33.0393,59.0,94,90,2.3
1269771,Imphal,IN,93.95,24.8167,68.0,77,20,2.73
3401845,Conceição do Araguaia,BR,-49.2647,-8.2578,73.4,100,0,4.61
5391959,San Francisco,US,-122.4194,37.7749,47.86,90,100,4.0
4470244,Havelock,US,-76.9013,34.8791,58.08,48,75,5.75
2960869,Youghal,IE,-7.8506,51.95,46.8,81,75,11.5
2639912,Preston,GB,-2.7167,53.7667,44.4,88,81,1.99
2729907,Longyearbyen,SJ,15.6401,78.2186,-0.4,60,20,10.36
2158767,Mareeba,AU,145.4333,-17.0,88.86,55,32,12.66
1490140,Tara,RU,74.371,56.8944,7.74,95,100,6.46
3652764,Puerto Ayora,EC,-90.3518,-0.7393,77.0,92,75,3.51
4993659,Garden City,US,-83.331,42.3256,29.41,51,75,12.66
2021041,Kyra,RU,111.9753,49.5776,20.03,39,0,17.43
6180550,Whitehorse,CA,-135.0538,60.7161,7.27,52,20,10.36
1006984,East London,ZA,27.9116,-33.0153,71.6,94,75,9.22
6355222,Yulara,AU,130.9889,-25.2406,75.2,20,0,19.57
1812256,Dongsheng,CN,109.9776,39.8161,34.86,18,57,14.14
4036284,Alofi,NU,-169.9187,-19.0595,84.2,70,100,5.75
2902768,Hof,DE,11.9167,50.3167,32.95,95,99,17.0
506278,Porkhov,RU,29.5561,57.765,33.8,100,90,8.95
3932145,Pisco,PE,-76.2167,-13.7,76.15,65,0,3.44
2092164,Lorengau,PG,147.2712,-2.0226,84.4,68,98,7.31
2206854,Gisborne,NZ,178.0042,-38.6533,70.74,72,10,9.57
711416,Brody,UA,25.1503,50.0879,33.3,93,97,3.36
1258269,Rāzole,IN,81.8333,16.4833,82.4,74,20,1.59
3430863,Mar del Plata,AR,-57.5575,-38.0023,68.36,94,0,5.75
3598787,Champerico,GT,-91.9167,14.3,68.05,88,42,1.01
3416888,Grindavik,IS,-22.4338,63.8424,37.4,93,75,9.22
2487130,Sidi Ali,DZ,0.4206,36.0998,48.83,65,0,4.18
2028164,Deputatsky,RU,139.9,69.3,-3.41,83,91,2.86
370457,Maridi,SS,29.4742,4.9158,68.47,88,100,5.39
5380437,Pacific Grove,US,-121.9166,36.6177,52.48,76,90,13.8
2122605,Okhotsk,RU,143.3,59.3833,13.69,84,100,8.39
244878,Biltine,TD,20.9167,14.5333,80.51,8,6,11.45
123941,Mīnāb,IR,57.0801,27.1467,57.2,82,20,4.61
2206874,Waipawa,NZ,175.5153,-41.4122,66.27,68,55,23.02
3655185,Nueva Loja,EC,-76.8828,0.0847,71.01,98,100,1.36
3459869,Joaçaba,BR,-51.5047,-27.1781,65.23,92,79,2.26
3443061,Chui,UY,-53.4616,-33.6971,62.42,82,0,2.93
2063036,Port Lincoln,AU,135.8667,-34.7333,68.02,64,100,4.94
5546220,Saint George,US,-113.5841,37.1041,53.71,40,1,3.44
161943,Gumdag,TM,54.5906,39.2061,28.11,70,0,21.63
505820,Povenets,RU,34.8262,62.8487,31.08,98,99,4.34
5423294,Golden,US,-105.2211,39.7555,25.74,93,90,13.8
2435708,Beïnamar,TD,15.3813,8.6698,77.27,53,95,5.32
2160517,Launceston,AU,147.1667,-41.45,74.89,46,40,8.05
5411479,Alamosa,US,-105.87,37.4695,28.4,93,90,6.91
5364271,Laguna,US,-121.4238,38.421,54.48,66,90,6.91
2122090,Pevek,RU,170.3133,69.7008,-7.4,96,100,15.48
1487332,Verkhnyaya Inta,RU,60.3094,65.9811,18.97,85,100,17.74
3459126,Lagoa Vermelha,BR,-51.5258,-28.2086,60.24,97,27,5.17
1855540,Naze,JP,129.4833,28.3667,69.8,56,20,8.05
2019951,Mirny,RU,113.9611,62.5353,0.72,88,81,13.2
4176380,Venice,US,-82.4543,27.0998,65.52,82,1,5.32
470905,Vuktyl,RU,57.3094,63.8567,19.31,93,99,10.02
5847486,Kailua,US,-157.7394,21.4022,75.15,69,40,3.02
2618795,Klaksvík,FO,-6.589,62.2266,35.6,87,75,9.22
3687318,El Carmen de Viboral,CO,-75.3351,6.0824,56.71,100,75,4.61
2094027,Kieta,PG,155.6333,-6.2167,84.49,66,82,4.45
3984997,San Quintín,MX,-115.95,30.4833,54.75,81,99,16.04
3628473,San Cristobal,VE,-72.225,7.7669,77.0,78,75,5.75
1651810,Airai,TL,125.4092,-8.9266,73.06,72,99,1.21
962367,Richards Bay,ZA,32.0377,-28.783,70.86,93,21,7.61
1279154,Ajra,IN,74.2,16.1167,77.0,29,0,3.44
3393692,Itarema,BR,-39.9167,-2.9248,76.93,86,10,6.93
1717550,Cayhagan,PH,122.4256,9.6697,84.0,72,21,12.15
1695360,Pangascasan,PH,120.0866,16.1169,84.02,59,81,5.88
139889,Būkān,IR,46.2089,36.521,43.0,65,100,0.27
3883457,Lebu,CL,-73.65,-37.6167,54.57,93,1,1.66
6096551,Pangnirtung,CA,-65.7125,66.1451,-18.45,86,4,1.88
2259655,Impfondo,CG,18.0667,1.6381,70.47,96,100,3.47
6111862,Port Hardy,CA,-127.4199,50.6996,36.59,80,40,8.05
3457454,Matipó,BR,-42.3411,-20.2839,62.8,93,86,2.21
2980080,Saint-François,FR,3.9054,46.4154,41.0,87,90,8.05
2184707,Wanaka,NZ,169.15,-44.7,64.0,87,95,1.01
2134814,Sola,VU,167.55,-13.8833,87.8,74,75,4.61
2021031,Kyren,RU,102.1408,51.6828,18.52,60,92,1.32
4726521,San Patricio,US,-97.5169,28.017,58.98,82,75,3.44
2396853,Omboué,GA,9.2618,-1.5746,76.82,87,100,2.42
778707,Mehamn,NO,27.8492,71.0357,30.33,93,100,21.39
2068110,Kununurra,AU,128.7333,-15.7667,84.2,84,40,12.66
3697441,El Alto,PE,-81.2147,-4.2714,75.6,75,99,6.55
1507116,Dudinka,RU,86.1778,69.4058,-26.09,94,3,3.36
3467371,Capâo Bonito,BR,-48.3494,-24.0058,65.23,98,62,1.95
2511150,Santa Lucía,ES,-15.5407,27.9117,61.84,72,20,13.8
3374083,Bathsheba,BB,-59.5167,13.2167,78.8,73,40,12.66
1513491,Yangi Marg`ilon,UZ,71.7189,40.4272,30.2,74,75,2.3
3191648,Zlobin,HR,14.6541,45.2924,42.89,61,75,4.61
5847411,Kahului,US,-156.47,20.8947,72.93,94,40,5.75
3838874,Río Cuarto,AR,-64.3499,-33.1307,66.51,97,54,3.0
1805270,Jishou,CN,109.7167,28.3167,69.19,85,100,0.72
2023778,Gusinoye Ozero,RU,106.2614,51.1144,18.59,61,53,5.75
1636806,Majene,ID,118.9707,-3.5403,85.44,67,19,5.35
1714733,Dingle,PH,122.6711,10.9995,85.73,69,5,6.89
527321,Mezen',RU,44.24,65.8522,27.45,96,99,5.73
3467577,Canavieiras,BR,-38.9472,-15.675,73.38,85,77,2.39
2019309,Neryungri,RU,124.6491,56.6709,4.06,84,100,20.31
3668605,Santa Marta,CO,-74.199,11.2408,83.52,54,75,13.8
934479,Grand Gaube,MU,57.6608,-20.0064,75.99,93,83,5.01
2514651,Los Llanos de Aridane,ES,-17.9182,28.6585,57.54,72,90,13.8
2013392,Vilyuysk,RU,121.6247,63.7553,-6.25,86,22,8.63
2036892,Hohhot,CN,111.6522,40.8106,26.6,24,24,17.9
5922281,Chute-aux-Outardes,CA,-68.399,49.1168,10.4,48,90,13.8
2264923,Peniche,PT,-9.3811,39.3558,49.73,89,67,8.16
1488206,Ust'-Ishim,RU,71.1665,57.6935,11.23,94,88,6.58
5367788,Lompoc,US,-120.4579,34.6391,48.06,71,75,3.44
2969561,Arrondissement de Vesoul,FR,5.8333,47.5833,39.09,93,90,10.36
5969025,Haines Junction,CA,-137.5108,60.7522,3.2,55,26,3.4
1168312,Pasni,PK,63.471,25.2631,73.31,74,0,2.24
3466165,Cidreira,BR,-50.2056,-30.1811,72.55,86,44,6.11
2070998,Geraldton,AU,114.6,-28.7667,95.0,16,57,21.85
2012484,Zima,RU,102.0442,53.9202,11.98,89,100,8.08
1810845,Fuyang,CN,115.8167,32.9,64.17,81,97,1.92
3533462,Acapulco de Juárez,MX,-99.8901,16.8634,78.8,78,20,3.44
3372964,Lagoa,PT,-27.9833,39.05,59.41,90,36,10.89
1058381,Morondava,MG,44.2833,-20.2833,77.61,80,0,6.96
918702,Chipata,ZM,32.65,-13.6333,61.77,96,84,5.21
1733023,Kuala Lipis,MY,102.0468,4.1842,91.29,49,62,1.77
1637001,Luwuk,ID,122.7875,-0.9516,86.81,70,52,2.06
2127202,Anadyr,RU,177.4833,64.75,2.28,85,75,24.61
3448903,São João da Barra,BR,-41.0511,-21.6403,75.74,90,46,11.1
3860443,Comodoro Rivadavia,AR,-67.5,-45.8667,60.8,82,0,3.44
6171633,Ucluelet,CA,-125.5528,48.9329,41.0,66,26,5.99
1328421,Pathein,MM,94.7333,16.7833,97.07,18,65,8.55
2016183,Spasskoye,RU,132.7969,44.6108,50.47,45,19,14.25
2074865,Carnarvon,AU,113.6333,-24.8667,87.8,62,0,10.36
3985710,Cabo San Lucas,MX,-109.9124,22.8909,64.31,63,20,1.41
3860259,Córdoba,AR,-64.1811,-31.4135,71.17,88,90,4.61
478769,Urdoma,RU,48.5442,61.7533,22.26,95,99,8.46
259289,Corinth,GR,22.9573,37.9407,48.0,61,8,3.0
600040,Daugai,LT,24.3333,54.3667,34.45,87,90,11.5
1071296,Antalaha,MG,50.2788,-14.9003,77.27,86,19,5.86
1835848,Seoul,KR,126.9778,37.5683,57.24,47,98,8.05
3894426,Coyhaique,CL,-72.0662,-45.5752,51.67,95,22,5.23
3423146,Ilulissat,GL,-51.1,69.2167,12.2,52,100,8.05
5563839,Fortuna,US,-124.1573,40.5982,39.99,95,100,2.51
2027004,Bayanday,RU,105.5139,53.0661,10.36,81,38,3.76
4702828,Keller,US,-97.2517,32.9346,59.52,27,1,8.05
1631637,Pemangkat,ID,108.9667,1.1667,84.76,68,100,4.14
3460971,Itabaianinha,BR,-37.79,-11.2739,67.62,86,44,3.27
353219,Madīnat Sittah Uktūbar,EG,31.05,29.8167,59.0,88,40,8.05
1106643,Quatre Cocos,MU,57.7625,-20.2078,76.48,94,75,2.3
5975004,High Level,CA,-117.136,58.5169,5.0,78,90,11.5
5274867,Sturgeon Bay,US,-87.377,44.8342,26.1,74,1,5.75
3933104,Pangoa,PE,-73.0,-12.1167,67.51,98,98,2.04
6690297,Saint-Leu,RE,55.2833,-21.15,73.4,78,90,4.61
2017979,Petropavlovka,RU,105.3196,50.6114,16.12,71,4,3.76
1622318,Waingapu,ID,120.2641,-9.6567,83.39,74,100,2.89
2186111,Ngunguru,NZ,174.5,-35.6167,75.0,67,8,10.0
3489440,Morant Bay,JM,-76.4093,17.8815,74.35,78,75,4.61
6063191,Mackenzie,CA,-123.1698,55.2999,24.8,80,90,6.91
2037886,Dandong,CN,124.3947,40.1292,43.5,87,100,13.71
1510131,Beya,RU,90.9139,53.0533,20.7,71,100,3.98
235191,Amudat,UG,34.95,1.95,66.79,61,8,2.62
6167817,Torbay,CA,-52.7314,47.6666,25.32,93,90,5.75
5345659,El Dorado,US,-120.5177,38.7666,41.0,89,98,1.01
2119283,Zyryanka,RU,150.85,65.75,-1.93,80,0,12.06
2015179,Tommot,RU,126.2925,58.9564,9.03,80,100,12.73
2641598,Newport,GB,-2.9984,51.5877,48.36,81,95,3.0
3421193,Paamiut,GL,-49.6678,61.994,25.65,67,99,13.96
4013679,Coahuayana Viejo,MX,-103.6833,18.7333,71.56,92,18,2.77
212730,Kisangani,CD,25.2,0.5167,67.8,99,100,1.25
5024719,Duluth,US,-92.1066,46.7833,26.33,69,1,21.85
1633419,Padang,ID,100.3543,-0.9492,84.2,70,20,3.44
2033225,Zhalantun,CN,122.7167,48.0,35.85,34,20,21.72
3372472,Vila Franca do Campo,PT,-25.4333,37.7167,60.8,94,75,6.91
86049,Jalu,LY,21.5482,29.0331,55.27,55,0,8.34
2990473,Arrondissement de Nevers,FR,3.3333,46.9167,41.0,97,100,1.99
2635881,Thurso,GB,-3.5259,58.5927,39.2,93,40,11.5
1244926,Hambantota,LK,81.1185,6.1241,84.2,65,0,6.91
3904906,Santa Cruz de la Sierra,BO,-63.1667,-17.8,71.6,94,75,2.3
2126710,Beringovskiy,RU,179.3167,63.05,9.1,87,100,10.87
5563397,Eureka,US,-124.1637,40.8021,40.3,89,100,3.38
1568770,Quang Ngai,VN,108.8,15.1167,81.25,64,26,5.37
100926,Umluj,SA,37.2685,25.0213,73.85,61,100,1.5
1701054,Marawi,PH,124.2928,7.9986,84.0,74,11,5.99
2094342,Kavieng,PG,150.7967,-2.5744,84.78,67,92,10.65
2012956,Yerbogachën,RU,108.0108,61.2767,12.02,90,100,14.63
2173911,Broken Hill,AU,141.4333,-31.95,71.6,26,0,14.97
5882953,Aklavik,CA,-135.0107,68.2191,-8.55,77,96,6.91
64814,Bandarbeyla,SO,50.8122,9.4942,78.84,75,99,10.69
3939761,Hualmay,PE,-77.6139,-11.0964,72.9,75,92,4.18
1805833,Jiexiu,CN,111.9125,37.0244,63.73,46,0,6.67
5354943,Half Moon Bay,US,-122.4286,37.4636,48.88,93,90,19.57
3355672,Lüderitz,NA,15.1594,-26.6481,63.59,79,0,18.34
525426,Sobolevo,RU,31.8996,54.4299,33.87,95,98,10.22
3449936,Santana do Livramento,BR,-55.5328,-30.8908,60.48,77,0,7.81
2396518,Port-Gentil,GA,8.7815,-0.7193,79.25,80,100,6.58
1490796,Strezhevoy,RU,77.5889,60.7333,15.8,86,90,8.95
3175096,Laas,IT,10.7002,46.6166,27.54,100,90,3.44
2152659,Port Macquarie,AU,152.9167,-31.4333,70.54,68,75,10.36
3414079,Olafsvik,IS,-23.7142,64.8945,34.32,92,100,16.17
3374333,Praia,CV,-23.5087,14.9215,66.2,72,0,9.22
2360372,Gorom-Gorom,BF,-0.2361,14.4439,73.65,21,0,6.53
6014443,Lac du Bonnet,CA,-96.0612,50.2536,32.0,99,0,5.99
2393693,Kandi,BJ,2.9386,11.1342,76.6,24,24,3.69
4231354,Wilmington Island,US,-80.9737,32.0036,61.72,82,1,2.26
604490,Luleå,SE,22.1547,65.5842,24.8,93,90,1.14
2978758,Saint-Lô,FR,-1.0903,49.1162,48.2,87,90,18.41
4034307,Mahina,PF,-149.489,-17.5065,86.5,70,40,4.61
2218840,Bani Walid,LY,13.9942,31.7566,50.81,74,5,7.67
58933,Garoowe,SO,48.4845,8.4054,66.51,85,78,6.73
3163146,Andenes,NO,16.1194,69.3143,33.87,69,75,11.5
256155,Palekastro,GR,26.25,35.2,59.0,72,84,6.67
2281120,Tabou,CI,-7.3528,4.423,77.25,89,100,5.3
3372783,Ponta Delgada,PT,-25.6667,37.7333,60.8,94,75,6.91
2318921,Wukari,NG,9.7833,7.85,76.64,71,98,9.06
5855051,‘Ewa Beach,US,-158.0072,21.3156,75.2,69,90,4.61
5861897,Fairbanks,US,-147.7164,64.8378,11.75,56,1,3.09
454310,Ventspils,LV,21.5606,57.3894,37.4,100,0,6.91
1293625,Dawei,MM,98.2,14.0833,91.72,48,0,4.9
3444199,Puerto Suárez,BO,-57.8,-18.95,73.99,92,100,3.71
2449938,Ténenkou,ML,-4.9169,14.4572,70.74,27,0,9.24
5364022,La Palma,US,-118.0467,33.8464,54.72,82,40,4.61
286621,Salalah,OM,54.0924,17.0151,69.8,49,0,4.61
104515,Makkah al Mukarramah,SA,39.8261,21.4267,75.15,54,34,2.42
691016,Kyrnasivka,UA,28.979,48.5955,37.0,92,100,3.87
3380290,Sinnamary,GF,-52.95,5.3833,76.75,85,100,9.66
2093685,Kokopo,PG,152.2633,-4.352,85.33,62,51,9.31
3561408,El Cobre,CU,-75.9469,20.0489,75.2,73,20,6.91
3361934,Saldanha,ZA,17.9442,-33.0117,60.8,88,76,19.57
2646557,Horsham,GB,-0.3272,51.064,46.45,76,20,12.66
1847966,Akashi,JP,134.9833,34.6333,54.1,66,20,12.66
5110365,Broome,US,-75.833,42.2506,21.99,73,90,23.02
3439781,Treinta y Tres,UY,-54.3833,-33.2333,57.72,91,0,2.48
2027296,Aykhal,RU,111.5,66.0,-10.21,91,100,18.05
3869716,Tocopilla,CL,-70.1979,-22.092,67.15,79,18,1.68
548747,Kiknur,RU,47.2011,57.3034,32.7,97,100,13.82
3352461,Usakos,NA,15.6,-22.0,70.45,79,3,2.66
749274,Çerkezköy,TR,28.0003,41.285,44.6,93,0,4.61
2319133,Warri,NG,5.75,5.5167,75.87,86,100,1.21
1786538,Yining,CN,114.5636,29.0361,71.47,78,39,3.11
607610,Zhangaözen,KZ,52.8,43.3,29.21,41,0,13.6
2939951,Coburg,DE,10.9667,50.2667,36.32,93,100,1.99
2953363,Bad Säckingen,DE,7.9461,47.5537,37.47,96,98,6.29
2129868,Iwanai,JP,140.5089,42.9744,46.27,65,10,5.44
6137462,Saint-Augustin,CA,-58.6502,51.226,2.93,82,100,15.08
